0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	1.0
129.9	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	1.0
130.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	0.0
10000	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	0.0
