0	80.84984
2	71.62344
4	67.66186
6	64.15025
8	61.09802
10	58.46845
12	56.01669
14	53.88387
16	52.03342
18	50.42570
20	49.02292
22	47.61497
24	46.32162
26	45.12875
28	44.02239
30	42.98984
32	42.23810
34	41.56382
36	40.94119
38	40.36364
40	39.82302
42	40.02790
44	40.33954
46	40.72015
48	41.15219
50	41.62447
52	44.35520
54	47.25797
56	50.23031
58	53.22663
60	56.21648
62	61.65170
64	67.25774
66	72.89829
68	78.50365
70	84.02286
72	92.09744
74	100.15940
76	107.99340
78	115.46200
80	122.42920
82	134.55620
84	147.05830
86	159.53870
88	171.78030
90	183.62740
92	244.04180
94	267.61920
96	258.04250
98	270.85430
100	285.37220
102	295.13680
104	303.54590
106	311.54680
108	319.63240
110	327.06870
112	332.86660
114	337.55690
116	341.17300
118	343.72070
120	345.19480
122	345.32530
124	344.21330
126	313.51660
128	297.80700
130	284.75310
130	284.75240
135	258.47720
140	244.39230
145	637.48460
150	655.90250
155	596.07680
160	346.88630
165	276.20840
170	227.92590
175	191.70020
180	164.51440
185	143.69520
190	127.55610
195	114.95150
200	105.05060
205	97.23639
210	91.03837
215	86.10554
220	82.16420
225	79.00224
230	76.45472
235	74.39211
240	72.71300
245	71.36146
250	70.26295
255	69.36493
260	68.62690
265	68.01698
270	67.51019
275	67.08679
280	66.73125
285	66.43138
290	66.17761
295	65.96246
300	65.78020
305	65.62630
310	65.49736
315	65.39082
320	69.12959
325	70.80416
330	75.60769
335	81.59081
340	90.77786
345	99.59654
350	116.06940
355	188.98500
360	303.74900
365	343.50600
370	282.09680
375	180.69110
380	101.95850
385	38.66565
390	-2.61811
395	-21.68767
400	-29.67240
405	-33.71417
410	-35.33513
415	-35.46094
420	-34.62839
425	-32.00380
430	-28.68408
435	-24.92728
440	-20.87574
445	-9.24988
450	3.93971
455	5.32407
460	8.08895
465	11.92399
470	15.88857
475	19.77507
480	23.80079
485	27.01738
490	30.02680
495	33.82233
500	38.31238
505	42.17768
510	46.61331
515	51.65077
520	57.62690
525	60.63183
530	62.64276
535	64.10781
540	65.21760
545	66.08136
550	66.77067
555	67.33530
560	67.81066
565	68.22214
570	68.58802
575	68.92143
580	69.23181
585	69.52598
590	69.80882
595	70.08383
600	70.35355
605	70.61976
610	70.88376
615	71.14654
620	71.40874
625	71.67068
630	71.93311
635	72.19589
640	72.45928
645	72.72340
650	72.98842
655	73.25428
660	73.52111
665	73.78886
670	74.05766
675	74.32739
680	74.59819
685	74.86992
690	75.14271
695	75.41657
